chemical,Replication,Concentration,Response,celltype,phenotype
Trifluralin,2,0.01,1.001297413,HUVECs,Cytoplasmic Integrity
Acenaphthene,2,0.01,1.083721285,HUVECs,Cytoplasmic Integrity
"p,p'-DDD",2,0.01,1.021140197,HUVECs,Cytoplasmic Integrity
Benzidine,2,0.01,0.931084484,HUVECs,Cytoplasmic Integrity
Endosulfan,2,0.01,0.995191941,HUVECs,Cytoplasmic Integrity
Methoxychlor,2,0.01,1.027245669,HUVECs,Cytoplasmic Integrity
"2,4-Dinitrophenol",2,0.01,0.989086469,HUVECs,Cytoplasmic Integrity
"2,4-Dinitrotoluene",2,0.01,0.995191941,HUVECs,Cytoplasmic Integrity
Dicofol,2,0.01,1.054720293,HUVECs,Cytoplasmic Integrity
p-Cresol,2,0.01,0.987560101,HUVECs,Cytoplasmic Integrity
"o,p'-DDT",2,0.01,1.050141189,HUVECs,Cytoplasmic Integrity
"2-Methyl-4,6-dinitrophenol",2,0.01,1.076089445,HUVECs,Cytoplasmic Integrity
"1,2,3-Trichlorobenzene",2,0.01,1.018087461,HUVECs,Cytoplasmic Integrity
Lead nitrate,2,0.01,0.92650538,HUVECs,Cytoplasmic Integrity
Cadmium chloride,2,0.01,0.992139205,HUVECs,Cytoplasmic Integrity
Zinc chloride,2,0.01,1.037930245,HUVECs,Cytoplasmic Integrity
Mercuric chloride,2,0.01,1.027245669,HUVECs,Cytoplasmic Integrity
Potassium chromate (VI),2,0.01,1.144776005,HUVECs,Cytoplasmic Integrity
Cobalt chloride,2,0.01,1.010455621,HUVECs,Cytoplasmic Integrity
Nickel chloride,2,0.01,1.080668549,HUVECs,Cytoplasmic Integrity
Benz(a)anthracene,1,0.1,1.016674045,HUVECs,Cytoplasmic Integrity
Naphthalene,1,0.1,0.996015936,HUVECs,Cytoplasmic Integrity
Fluoranthene,1,0.1,1.084550686,HUVECs,Cytoplasmic Integrity
"p,p'-DDT",1,0.1,0.93699277,HUVECs,Cytoplasmic Integrity
Dieldrin,1,0.1,1.000442674,HUVECs,Cytoplasmic Integrity
Aldrin,1,0.1,1.068319315,HUVECs,Cytoplasmic Integrity
Heptachlor,1,0.1,0.900103291,HUVECs,Cytoplasmic Integrity
Lindane,1,0.1,0.926663716,HUVECs,Cytoplasmic Integrity
Disulfoton,1,0.1,1.065368157,HUVECs,Cytoplasmic Integrity
Endrin,1,0.1,1.032905415,HUVECs,Cytoplasmic Integrity
Diazinon,1,0.1,1.013722886,HUVECs,Cytoplasmic Integrity
Heptachlor epoxide,1,0.1,1.010771728,HUVECs,Cytoplasmic Integrity
Pentachlorophenol,1,0.1,1.066843736,HUVECs,Cytoplasmic Integrity
Dibutyl phthalate,1,0.1,1.066843736,HUVECs,Cytoplasmic Integrity
Chlorpyrifos,1,0.1,0.998967095,HUVECs,Cytoplasmic Integrity
Di(2-ethylhexyl) phthalate,1,0.1,0.931090453,HUVECs,Cytoplasmic Integrity
"2,4,6-Trichlorophenol",1,0.1,1.065368157,HUVECs,Cytoplasmic Integrity
Ethion,1,0.1,0.942895086,HUVECs,Cytoplasmic Integrity
Azinphos-methyl,1,0.1,1.000442674,HUVECs,Cytoplasmic Integrity
"2,4,5-Trichlorophenol",1,0.1,1.052087945,HUVECs,Cytoplasmic Integrity
Parathion,1,0.1,1.053563524,HUVECs,Cytoplasmic Integrity
Benzo(b)fluoranthene,1,0.1,1.117013428,HUVECs,Cytoplasmic Integrity
Trifluralin,1,0.1,0.975357828,HUVECs,Cytoplasmic Integrity
Acenaphthene,1,0.1,1.044710049,HUVECs,Cytoplasmic Integrity
"p,p'-DDD",1,0.1,1.004869411,HUVECs,Cytoplasmic Integrity
Benzidine,1,0.1,0.956175299,HUVECs,Cytoplasmic Integrity
Endosulfan,1,0.1,0.956175299,HUVECs,Cytoplasmic Integrity
Methoxychlor,1,0.1,1.00782057,HUVECs,Cytoplasmic Integrity
"2,4-Dinitrophenol",1,0.1,1.069794894,HUVECs,Cytoplasmic Integrity
"2,4-Dinitrotoluene",1,0.1,1.133244799,HUVECs,Cytoplasmic Integrity
Dicofol,1,0.1,0.987162461,HUVECs,Cytoplasmic Integrity
p-Cresol,1,0.1,0.998967095,HUVECs,Cytoplasmic Integrity
"o,p'-DDT",1,0.1,1.053563524,HUVECs,Cytoplasmic Integrity
"2-Methyl-4,6-dinitrophenol",1,0.1,1.040283311,HUVECs,Cytoplasmic Integrity
"1,2,3-Trichlorobenzene",1,0.1,0.981260145,HUVECs,Cytoplasmic Integrity
Lead nitrate,1,0.1,1.09487974,HUVECs,Cytoplasmic Integrity
Cadmium chloride,1,0.1,1.086026265,HUVECs,Cytoplasmic Integrity
Zinc chloride,1,0.1,1.083075107,HUVECs,Cytoplasmic Integrity
Mercuric chloride,1,0.1,0.951748561,HUVECs,Cytoplasmic Integrity
Potassium chromate (VI),1,0.1,1.032905415,HUVECs,Cytoplasmic Integrity
Cobalt chloride,1,0.1,1.018149624,HUVECs,Cytoplasmic Integrity
Nickel chloride,1,0.1,0.875018445,HUVECs,Cytoplasmic Integrity
Benz(a)anthracene,2,0.1,0.996718309,HUVECs,Cytoplasmic Integrity
Naphthalene,2,0.1,0.963138213,HUVECs,Cytoplasmic Integrity
Fluoranthene,2,0.1,1.030298405,HUVECs,Cytoplasmic Integrity
"p,p'-DDT",2,0.1,0.957032741,HUVECs,Cytoplasmic Integrity
Dieldrin,2,0.1,0.999771045,HUVECs,Cytoplasmic Integrity
Aldrin,2,0.1,1.005876517,HUVECs,Cytoplasmic Integrity
Heptachlor,2,0.1,0.960085477,HUVECs,Cytoplasmic Integrity
Lindane,2,0.1,1.028772037,HUVECs,Cytoplasmic Integrity
Disulfoton,2,0.1,1.044035717,HUVECs,Cytoplasmic Integrity
Endrin,2,0.1,1.051667557,HUVECs,Cytoplasmic Integrity
Diazinon,2,0.1,0.949400901,HUVECs,Cytoplasmic Integrity
Heptachlor epoxide,2,0.1,0.989086469,HUVECs,Cytoplasmic Integrity
Pentachlorophenol,2,0.1,1.108143173,HUVECs,Cytoplasmic Integrity
Dibutyl phthalate,2,0.1,1.095932229,HUVECs,Cytoplasmic Integrity
Chlorpyrifos,2,0.1,0.999771045,HUVECs,Cytoplasmic Integrity
Di(2-ethylhexyl) phthalate,2,0.1,1.144776005,HUVECs,Cytoplasmic Integrity
"2,4,6-Trichlorophenol",2,0.1,1.097458597,HUVECs,Cytoplasmic Integrity
Ethion,2,0.1,0.976875525,HUVECs,Cytoplasmic Integrity
Azinphos-methyl,2,0.1,1.053193925,HUVECs,Cytoplasmic Integrity
"2,4,5-Trichlorophenol",2,0.1,0.935663588,HUVECs,Cytoplasmic Integrity
Parathion,2,0.1,0.955506373,HUVECs,Cytoplasmic Integrity
Benzo(b)fluoranthene,2,0.1,0.960085477,HUVECs,Cytoplasmic Integrity
Trifluralin,2,0.1,0.981454629,HUVECs,Cytoplasmic Integrity
Acenaphthene,2,0.1,0.902083492,HUVECs,Cytoplasmic Integrity
"p,p'-DDD",2,0.1,1.013508357,HUVECs,Cytoplasmic Integrity
Benzidine,2,0.1,1.109669541,HUVECs,Cytoplasmic Integrity
Endosulfan,2,0.1,1.045562085,HUVECs,Cytoplasmic Integrity
Methoxychlor,2,0.1,0.990612837,HUVECs,Cytoplasmic Integrity
"2,4-Dinitrophenol",2,0.1,1.047088453,HUVECs,Cytoplasmic Integrity
"2,4-Dinitrotoluene",2,0.1,1.094405861,HUVECs,Cytoplasmic Integrity
Dicofol,2,0.1,0.981454629,HUVECs,Cytoplasmic Integrity
p-Cresol,2,0.1,1.112722277,HUVECs,Cytoplasmic Integrity
"o,p'-DDT",2,0.1,1.027245669,HUVECs,Cytoplasmic Integrity
"2-Methyl-4,6-dinitrophenol",2,0.1,0.993665573,HUVECs,Cytoplasmic Integrity
"1,2,3-Trichlorobenzene",2,0.1,0.989086469,HUVECs,Cytoplasmic Integrity
Lead nitrate,2,0.1,1.135617797,HUVECs,Cytoplasmic Integrity
Cadmium chloride,2,0.1,1.002823781,HUVECs,Cytoplasmic Integrity
Zinc chloride,2,0.1,1.051667557,HUVECs,Cytoplasmic Integrity
Mercuric chloride,2,0.1,1.062352133,HUVECs,Cytoplasmic Integrity
Potassium chromate (VI),2,0.1,1.042509349,HUVECs,Cytoplasmic Integrity
Cobalt chloride,2,0.1,1.001297413,HUVECs,Cytoplasmic Integrity
Nickel chloride,2,0.1,1.008929253,HUVECs,Cytoplasmic Integrity
Benz(a)anthracene,1,1,0.97240667,HUVECs,Cytoplasmic Integrity
Naphthalene,1,1,1.065368157,HUVECs,Cytoplasmic Integrity
Fluoranthene,1,1,1.069794894,HUVECs,Cytoplasmic Integrity
"p,p'-DDT",1,1,0.938468349,HUVECs,Cytoplasmic Integrity
Dieldrin,1,1,1.001918253,HUVECs,Cytoplasmic Integrity
Aldrin,1,1,1.040283311,HUVECs,Cytoplasmic Integrity
Heptachlor,1,1,1.018149624,HUVECs,Cytoplasmic Integrity
Lindane,1,1,0.90157887,HUVECs,Cytoplasmic Integrity
Disulfoton,1,1,1.084550686,HUVECs,Cytoplasmic Integrity
Endrin,1,1,1.115537849,HUVECs,Cytoplasmic Integrity
Diazinon,1,1,1.084550686,HUVECs,Cytoplasmic Integrity
Heptachlor epoxide,1,1,0.991589199,HUVECs,Cytoplasmic Integrity
Pentachlorophenol,1,1,1.038807732,HUVECs,Cytoplasmic Integrity
Dibutyl phthalate,1,1,0.962077615,HUVECs,Cytoplasmic Integrity
Chlorpyrifos,1,1,1.080123949,HUVECs,Cytoplasmic Integrity
Di(2-ethylhexyl) phthalate,1,1,1.133244799,HUVECs,Cytoplasmic Integrity
"2,4,6-Trichlorophenol",1,1,1.056514682,HUVECs,Cytoplasmic Integrity
Ethion,1,1,0.994540357,HUVECs,Cytoplasmic Integrity
Azinphos-methyl,1,1,0.945846245,HUVECs,Cytoplasmic Integrity
"2,4,5-Trichlorophenol",1,1,1.066843736,HUVECs,Cytoplasmic Integrity
Parathion,1,1,1.161280803,HUVECs,Cytoplasmic Integrity
Benzo(b)fluoranthene,1,1,0.967979932,HUVECs,Cytoplasmic Integrity
Trifluralin,1,1,0.993064778,HUVECs,Cytoplasmic Integrity
Acenaphthene,1,1,0.947321824,HUVECs,Cytoplasmic Integrity
"p,p'-DDD",1,1,0.996015936,HUVECs,Cytoplasmic Integrity
Benzidine,1,1,1.066843736,HUVECs,Cytoplasmic Integrity
Endosulfan,1,1,0.987162461,HUVECs,Cytoplasmic Integrity
Methoxychlor,1,1,1.093404161,HUVECs,Cytoplasmic Integrity
"2,4-Dinitrophenol",1,1,1.125866903,HUVECs,Cytoplasmic Integrity
"2,4-Dinitrotoluene",1,1,1.053563524,HUVECs,Cytoplasmic Integrity
Dicofol,1,1,0.998967095,HUVECs,Cytoplasmic Integrity
p-Cresol,1,1,0.922236978,HUVECs,Cytoplasmic Integrity
"o,p'-DDT",1,1,1.049136786,HUVECs,Cytoplasmic Integrity
"2-Methyl-4,6-dinitrophenol",1,1,1.072746053,HUVECs,Cytoplasmic Integrity
"1,2,3-Trichlorobenzene",1,1,1.065368157,HUVECs,Cytoplasmic Integrity
Lead nitrate,1,1,1.078648369,HUVECs,Cytoplasmic Integrity
Cadmium chloride,1,1,1.013722886,HUVECs,Cytoplasmic Integrity
Zinc chloride,1,1,1.167183119,HUVECs,Cytoplasmic Integrity
Mercuric chloride,1,1,0.811568541,HUVECs,Cytoplasmic Integrity
Potassium chromate (VI),1,1,0.88387192,HUVECs,Cytoplasmic Integrity
Cobalt chloride,1,1,1.078648369,HUVECs,Cytoplasmic Integrity
Nickel chloride,1,1,1.016674045,HUVECs,Cytoplasmic Integrity
Benz(a)anthracene,2,1,1.021140197,HUVECs,Cytoplasmic Integrity
Naphthalene,2,1,0.870029764,HUVECs,Cytoplasmic Integrity
Fluoranthene,2,1,0.946348165,HUVECs,Cytoplasmic Integrity
"p,p'-DDT",2,1,0.952453637,HUVECs,Cytoplasmic Integrity
Dieldrin,2,1,1.047088453,HUVECs,Cytoplasmic Integrity
Aldrin,2,1,0.999771045,HUVECs,Cytoplasmic Integrity
Heptachlor,2,1,1.053193925,HUVECs,Cytoplasmic Integrity
Lindane,2,1,0.998244677,HUVECs,Cytoplasmic Integrity
Disulfoton,2,1,0.917347172,HUVECs,Cytoplasmic Integrity
Endrin,2,1,0.978401893,HUVECs,Cytoplasmic Integrity
Diazinon,2,1,1.138670533,HUVECs,Cytoplasmic Integrity
Heptachlor epoxide,2,1,1.092879493,HUVECs,Cytoplasmic Integrity
Pentachlorophenol,2,1,1.094405861,HUVECs,Cytoplasmic Integrity
Dibutyl phthalate,2,1,1.051667557,HUVECs,Cytoplasmic Integrity
Chlorpyrifos,2,1,1.097458597,HUVECs,Cytoplasmic Integrity
Di(2-ethylhexyl) phthalate,2,1,1.150881478,HUVECs,Cytoplasmic Integrity
"2,4,6-Trichlorophenol",2,1,1.111195909,HUVECs,Cytoplasmic Integrity
Ethion,2,1,1.050141189,HUVECs,Cytoplasmic Integrity
Azinphos-methyl,2,1,1.057773029,HUVECs,Cytoplasmic Integrity
"2,4,5-Trichlorophenol",2,1,1.082194917,HUVECs,Cytoplasmic Integrity
Parathion,2,1,0.973822789,HUVECs,Cytoplasmic Integrity
Benzo(b)fluoranthene,2,1,1.066931237,HUVECs,Cytoplasmic Integrity
Trifluralin,2,1,0.973822789,HUVECs,Cytoplasmic Integrity
Acenaphthene,2,1,0.955506373,HUVECs,Cytoplasmic Integrity
"p,p'-DDD",2,1,1.015034725,HUVECs,Cytoplasmic Integrity
Benzidine,2,1,0.976875525,HUVECs,Cytoplasmic Integrity
Endosulfan,2,1,0.947874533,HUVECs,Cytoplasmic Integrity
Methoxychlor,2,1,0.979928261,HUVECs,Cytoplasmic Integrity
"2,4-Dinitrophenol",2,1,1.011981989,HUVECs,Cytoplasmic Integrity
"2,4-Dinitrotoluene",2,1,0.989086469,HUVECs,Cytoplasmic Integrity
Dicofol,2,1,1.095932229,HUVECs,Cytoplasmic Integrity
p-Cresol,2,1,0.940242693,HUVECs,Cytoplasmic Integrity
"o,p'-DDT",2,1,1.040982981,HUVECs,Cytoplasmic Integrity
"2-Methyl-4,6-dinitrophenol",2,1,1.031824773,HUVECs,Cytoplasmic Integrity
"1,2,3-Trichlorobenzene",2,1,0.938716325,HUVECs,Cytoplasmic Integrity
Lead nitrate,2,1,0.987560101,HUVECs,Cytoplasmic Integrity
Cadmium chloride,2,1,1.028772037,HUVECs,Cytoplasmic Integrity
Zinc chloride,2,1,1.022666565,HUVECs,Cytoplasmic Integrity
Mercuric chloride,2,1,0.935663588,HUVECs,Cytoplasmic Integrity
Potassium chromate (VI),2,1,0.969243685,HUVECs,Cytoplasmic Integrity
Cobalt chloride,2,1,1.033351141,HUVECs,Cytoplasmic Integrity
Nickel chloride,2,1,1.019613829,HUVECs,Cytoplasmic Integrity
Benz(a)anthracene,1,10,1.500664011,HUVECs,Cytoplasmic Integrity
Naphthalene,1,10,1.143573853,HUVECs,Cytoplasmic Integrity
Fluoranthene,1,10,1.05946584,HUVECs,Cytoplasmic Integrity
"p,p'-DDT",1,10,0.945846245,HUVECs,Cytoplasmic Integrity
Dieldrin,1,10,0.895676553,HUVECs,Cytoplasmic Integrity
Aldrin,1,10,0.978308986,HUVECs,Cytoplasmic Integrity
Heptachlor,1,10,1.034380995,HUVECs,Cytoplasmic Integrity
Lindane,1,10,0.97240667,HUVECs,Cytoplasmic Integrity
Disulfoton,1,10,1.029954257,HUVECs,Cytoplasmic Integrity
Endrin,1,10,0.923712557,HUVECs,Cytoplasmic Integrity
Diazinon,1,10,1.044710049,HUVECs,Cytoplasmic Integrity
Heptachlor epoxide,1,10,0.969455511,HUVECs,Cytoplasmic Integrity
Pentachlorophenol,1,10,1.019625203,HUVECs,Cytoplasmic Integrity
Dibutyl phthalate,1,10,0.966504353,HUVECs,Cytoplasmic Integrity
Chlorpyrifos,1,10,0.965028774,HUVECs,Cytoplasmic Integrity
Di(2-ethylhexyl) phthalate,1,10,0.97093109,HUVECs,Cytoplasmic Integrity
"2,4,6-Trichlorophenol",1,10,0.962077615,HUVECs,Cytoplasmic Integrity
Ethion,1,10,1.155378486,HUVECs,Cytoplasmic Integrity
Azinphos-methyl,1,10,1.063892578,HUVECs,Cytoplasmic Integrity
"2,4,5-Trichlorophenol",1,10,0.960602036,HUVECs,Cytoplasmic Integrity
Parathion,1,10,0.969455511,HUVECs,Cytoplasmic Integrity
Benzo(b)fluoranthene,1,10,1.471152427,HUVECs,Cytoplasmic Integrity
Trifluralin,1,10,0.90157887,HUVECs,Cytoplasmic Integrity
Acenaphthene,1,10,0.863213811,HUVECs,Cytoplasmic Integrity
"p,p'-DDD",1,10,1.02552752,HUVECs,Cytoplasmic Integrity
Benzidine,1,10,0.920761399,HUVECs,Cytoplasmic Integrity
Endosulfan,1,10,0.917810241,HUVECs,Cytoplasmic Integrity
Methoxychlor,1,10,0.982735724,HUVECs,Cytoplasmic Integrity
"2,4-Dinitrophenol",1,10,1.11258669,HUVECs,Cytoplasmic Integrity
"2,4-Dinitrotoluene",1,10,1.00782057,HUVECs,Cytoplasmic Integrity
Dicofol,1,10,1.029954257,HUVECs,Cytoplasmic Integrity
p-Cresol,1,10,0.904530028,HUVECs,Cytoplasmic Integrity
"o,p'-DDT",1,10,1.180463332,HUVECs,Cytoplasmic Integrity
"2-Methyl-4,6-dinitrophenol",1,10,1.062416999,HUVECs,Cytoplasmic Integrity
"1,2,3-Trichlorobenzene",1,10,1.02405194,HUVECs,Cytoplasmic Integrity
Lead nitrate,1,10,1.032905415,HUVECs,Cytoplasmic Integrity
Cadmium chloride,1,10,1.065368157,HUVECs,Cytoplasmic Integrity
Zinc chloride,1,10,1.13029364,HUVECs,Cytoplasmic Integrity
Mercuric chloride,1,10,0.845506861,HUVECs,Cytoplasmic Integrity
Potassium chromate (VI),1,10,0.241994983,HUVECs,Cytoplasmic Integrity
Cobalt chloride,1,10,1.124391324,HUVECs,Cytoplasmic Integrity
Nickel chloride,1,10,0.97093109,HUVECs,Cytoplasmic Integrity
Benz(a)anthracene,2,10,1.053193925,HUVECs,Cytoplasmic Integrity
Naphthalene,2,10,0.90360986,HUVECs,Cytoplasmic Integrity
Fluoranthene,2,10,0.975349157,HUVECs,Cytoplasmic Integrity
"p,p'-DDT",2,10,1.042509349,HUVECs,Cytoplasmic Integrity
Dieldrin,2,10,1.094405861,HUVECs,Cytoplasmic Integrity
Aldrin,2,10,1.027245669,HUVECs,Cytoplasmic Integrity
Heptachlor,2,10,1.050141189,HUVECs,Cytoplasmic Integrity
Lindane,2,10,1.039456613,HUVECs,Cytoplasmic Integrity
Disulfoton,2,10,0.963138213,HUVECs,Cytoplasmic Integrity
Endrin,2,10,0.995191941,HUVECs,Cytoplasmic Integrity
Diazinon,2,10,1.028772037,HUVECs,Cytoplasmic Integrity
Heptachlor epoxide,2,10,1.057773029,HUVECs,Cytoplasmic Integrity
Pentachlorophenol,2,10,0.995191941,HUVECs,Cytoplasmic Integrity
Dibutyl phthalate,2,10,1.111195909,HUVECs,Cytoplasmic Integrity
Chlorpyrifos,2,10,0.963138213,HUVECs,Cytoplasmic Integrity
Di(2-ethylhexyl) phthalate,2,10,1.036403877,HUVECs,Cytoplasmic Integrity
"2,4,6-Trichlorophenol",2,10,1.001297413,HUVECs,Cytoplasmic Integrity
Ethion,2,10,1.057773029,HUVECs,Cytoplasmic Integrity
Azinphos-methyl,2,10,1.039456613,HUVECs,Cytoplasmic Integrity
"2,4,5-Trichlorophenol",2,10,1.025719301,HUVECs,Cytoplasmic Integrity
Parathion,2,10,0.960085477,HUVECs,Cytoplasmic Integrity
Benzo(b)fluoranthene,2,10,1.176829734,HUVECs,Cytoplasmic Integrity
Trifluralin,2,10,1.027245669,HUVECs,Cytoplasmic Integrity
Acenaphthene,2,10,0.88834618,HUVECs,Cytoplasmic Integrity
"p,p'-DDD",2,10,0.931084484,HUVECs,Cytoplasmic Integrity
Benzidine,2,10,0.960085477,HUVECs,Cytoplasmic Integrity
Endosulfan,2,10,0.915820804,HUVECs,Cytoplasmic Integrity
Methoxychlor,2,10,1.074563077,HUVECs,Cytoplasmic Integrity
"2,4-Dinitrophenol",2,10,1.018087461,HUVECs,Cytoplasmic Integrity
"2,4-Dinitrotoluene",2,10,1.040982981,HUVECs,Cytoplasmic Integrity
Dicofol,2,10,0.979928261,HUVECs,Cytoplasmic Integrity
p-Cresol,2,10,1.065404869,HUVECs,Cytoplasmic Integrity
"o,p'-DDT",2,10,0.986033733,HUVECs,Cytoplasmic Integrity
"2-Methyl-4,6-dinitrophenol",2,10,1.024192933,HUVECs,Cytoplasmic Integrity
"1,2,3-Trichlorobenzene",2,10,1.010455621,HUVECs,Cytoplasmic Integrity
Lead nitrate,2,10,1.147828742,HUVECs,Cytoplasmic Integrity
Cadmium chloride,2,10,1.083721285,HUVECs,Cytoplasmic Integrity
Zinc chloride,2,10,1.069983973,HUVECs,Cytoplasmic Integrity
Mercuric chloride,2,10,0.899030756,HUVECs,Cytoplasmic Integrity
Potassium chromate (VI),2,10,0.373960162,HUVECs,Cytoplasmic Integrity
Cobalt chloride,2,10,1.007402885,HUVECs,Cytoplasmic Integrity
Nickel chloride,2,10,1.073036709,HUVECs,Cytoplasmic Integrity
Benz(a)anthracene,1,100,1.829718164,HUVECs,Cytoplasmic Integrity
Naphthalene,1,100,1.040283311,HUVECs,Cytoplasmic Integrity
Fluoranthene,1,100,1.245388815,HUVECs,Cytoplasmic Integrity
"p,p'-DDT",1,100,0.485465545,HUVECs,Cytoplasmic Integrity
Dieldrin,1,100,0.745167478,HUVECs,Cytoplasmic Integrity
Aldrin,1,100,0.606463037,HUVECs,Cytoplasmic Integrity
Heptachlor,1,100,0.451527224,HUVECs,Cytoplasmic Integrity
Lindane,1,100,0.966504353,HUVECs,Cytoplasmic Integrity
Disulfoton,1,100,0.923712557,HUVECs,Cytoplasmic Integrity
Endrin,1,100,1.093404161,HUVECs,Cytoplasmic Integrity
Diazinon,1,100,1.06094142,HUVECs,Cytoplasmic Integrity
Heptachlor epoxide,1,100,0.897152132,HUVECs,Cytoplasmic Integrity
Pentachlorophenol,1,100,0.734838424,HUVECs,Cytoplasmic Integrity
Dibutyl phthalate,1,100,0.908956766,HUVECs,Cytoplasmic Integrity
Chlorpyrifos,1,100,0.703851262,HUVECs,Cytoplasmic Integrity
Di(2-ethylhexyl) phthalate,1,100,1.143573853,HUVECs,Cytoplasmic Integrity
"2,4,6-Trichlorophenol",1,100,0.938468349,HUVECs,Cytoplasmic Integrity
Ethion,1,100,1.16570754,HUVECs,Cytoplasmic Integrity
Azinphos-methyl,1,100,0.792386012,HUVECs,Cytoplasmic Integrity
"2,4,5-Trichlorophenol",1,100,0.393979637,HUVECs,Cytoplasmic Integrity
Parathion,1,100,1.074221632,HUVECs,Cytoplasmic Integrity
Benzo(b)fluoranthene,1,100,0.666961782,HUVECs,Cytoplasmic Integrity
Trifluralin,1,100,0.479563229,HUVECs,Cytoplasmic Integrity
Acenaphthene,1,100,1.06094142,HUVECs,Cytoplasmic Integrity
"p,p'-DDD",1,100,0.097388225,HUVECs,Cytoplasmic Integrity
Benzidine,1,100,0.950272982,HUVECs,Cytoplasmic Integrity
Endosulfan,1,100,0.0354139,HUVECs,Cytoplasmic Integrity
Methoxychlor,1,100,0.422015641,HUVECs,Cytoplasmic Integrity
"2,4-Dinitrophenol",1,100,1.084550686,HUVECs,Cytoplasmic Integrity
"2,4-Dinitrotoluene",1,100,1.09487974,HUVECs,Cytoplasmic Integrity
Dicofol,1,100,0,HUVECs,Cytoplasmic Integrity
p-Cresol,1,100,0.867640549,HUVECs,Cytoplasmic Integrity
"o,p'-DDT",1,100,0.38807732,HUVECs,Cytoplasmic Integrity
"2-Methyl-4,6-dinitrophenol",1,100,0.773203482,HUVECs,Cytoplasmic Integrity
"1,2,3-Trichlorobenzene",1,100,0.99011362,HUVECs,Cytoplasmic Integrity
Lead nitrate,1,100,0.870591707,HUVECs,Cytoplasmic Integrity
Cadmium chloride,1,100,0.864689391,HUVECs,Cytoplasmic Integrity
Zinc chloride,1,100,0.939943928,HUVECs,Cytoplasmic Integrity
Mercuric chloride,1,100,0.525306183,HUVECs,Cytoplasmic Integrity
Potassium chromate (VI),1,100,0.498745758,HUVECs,Cytoplasmic Integrity
Cobalt chloride,1,100,0.960602036,HUVECs,Cytoplasmic Integrity
Nickel chloride,1,100,0.348236683,HUVECs,Cytoplasmic Integrity
Benz(a)anthracene,2,100,1.875906281,HUVECs,Cytoplasmic Integrity
Naphthalene,2,100,0.931084484,HUVECs,Cytoplasmic Integrity
Fluoranthene,2,100,1.141723269,HUVECs,Cytoplasmic Integrity
"p,p'-DDT",2,100,0.639548195,HUVECs,Cytoplasmic Integrity
Dieldrin,2,100,0.9112417,HUVECs,Cytoplasmic Integrity
Aldrin,2,100,0.697550179,HUVECs,Cytoplasmic Integrity
Heptachlor,2,100,0.45180493,HUVECs,Cytoplasmic Integrity
Lindane,2,100,1.018087461,HUVECs,Cytoplasmic Integrity
Disulfoton,2,100,1.011981989,HUVECs,Cytoplasmic Integrity
Endrin,2,100,0.88071434,HUVECs,Cytoplasmic Integrity
Diazinon,2,100,1.016561093,HUVECs,Cytoplasmic Integrity
Heptachlor epoxide,2,100,0.924979012,HUVECs,Cytoplasmic Integrity
Pentachlorophenol,2,100,0.583072579,HUVECs,Cytoplasmic Integrity
Dibutyl phthalate,2,100,1.010455621,HUVECs,Cytoplasmic Integrity
Chlorpyrifos,2,100,1.047088453,HUVECs,Cytoplasmic Integrity
Di(2-ethylhexyl) phthalate,2,100,1.134091429,HUVECs,Cytoplasmic Integrity
"2,4,6-Trichlorophenol",2,100,0.957032741,HUVECs,Cytoplasmic Integrity
Ethion,2,100,1.024192933,HUVECs,Cytoplasmic Integrity
Azinphos-methyl,2,100,0.946348165,HUVECs,Cytoplasmic Integrity
"2,4,5-Trichlorophenol",2,100,0.303747233,HUVECs,Cytoplasmic Integrity
Parathion,2,100,0.912768068,HUVECs,Cytoplasmic Integrity
Benzo(b)fluoranthene,2,100,0.862397924,HUVECs,Cytoplasmic Integrity
Trifluralin,2,100,0.886819812,HUVECs,Cytoplasmic Integrity
Acenaphthene,2,100,0.931084484,HUVECs,Cytoplasmic Integrity
"p,p'-DDD",2,100,0.442646722,HUVECs,Cytoplasmic Integrity
Benzidine,2,100,0.749446692,HUVECs,Cytoplasmic Integrity
Endosulfan,2,100,0.219796993,HUVECs,Cytoplasmic Integrity
Methoxychlor,2,100,0.506754178,HUVECs,Cytoplasmic Integrity
"2,4-Dinitrophenol",2,100,0.967717317,HUVECs,Cytoplasmic Integrity
"2,4-Dinitrotoluene",2,100,0.998244677,HUVECs,Cytoplasmic Integrity
Dicofol,2,100,0.019842784,HUVECs,Cytoplasmic Integrity
p-Cresol,2,100,0.966190949,HUVECs,Cytoplasmic Integrity
"o,p'-DDT",2,100,0.51285965,HUVECs,Cytoplasmic Integrity
"2-Methyl-4,6-dinitrophenol",2,100,0.883767076,HUVECs,Cytoplasmic Integrity
"1,2,3-Trichlorobenzene",2,100,1.086774021,HUVECs,Cytoplasmic Integrity
Lead nitrate,2,100,0.798290468,HUVECs,Cytoplasmic Integrity
Cadmium chloride,2,100,1.024192933,HUVECs,Cytoplasmic Integrity
Zinc chloride,2,100,0.885293444,HUVECs,Cytoplasmic Integrity
Mercuric chloride,2,100,0.358696482,HUVECs,Cytoplasmic Integrity
Potassium chromate (VI),2,100,0.494543234,HUVECs,Cytoplasmic Integrity
Cobalt chloride,2,100,1.008929253,HUVECs,Cytoplasmic Integrity
Nickel chloride,2,100,0.206059681,HUVECs,Cytoplasmic Integrity
